ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-00875,L202604-01217,2026-04-24,2026-04,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.7,27.2,True,5.03,337,0.066,NIR (analizador infrarrojo),Aprobado
EN-00876,L202502-00125,2025-02-09,2025-02,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.5,24.4,True,3.28,698,0.127,Microbiología,Aprobado
EN-00877,L202506-00424,2025-06-22,2025-06,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.3,25.1,True,4.62,453,0.173,Kjeldahl,Aprobado
EN-00878,L202511-00774,2025-11-04,2025-11,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.4,22.4,True,4.43,138,0.01,Kjeldahl,Aprobado
EN-00879,L202607-01388,2026-07-11,2026-07,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,24.8,25.5,True,3.53,1086,0.104,NIR (analizador infrarrojo),Rechazado
EN-00880,L202507-00471,2025-07-17,2025-07,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,24.1,24.4,True,3.47,627,0.05,NIR (analizador infrarrojo),Aprobado
EN-00881,L202510-00722,2025-10-05,2025-10,STK-GLU,Gluta Stack,Polvos & Envasado,23.4,23.4,True,2.94,3136,0.013,NIR (analizador infrarrojo),Aprobado
EN-00882,L202603-01062,2026-03-19,2026-03,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,24.6,25.5,True,3.64,477,0.048,Kjeldahl,Aprobado
EN-00883,L202608-01547,2026-08-22,2026-08,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,24.4,23.9,True,3.92,508,0.224,NIR (analizador infrarrojo),Aprobado
EN-00884,L202502-00143,2025-02-24,2025-02,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,26.3,26.2,True,3.28,436,0.247,NIR (analizador infrarrojo),Aprobado
EN-00885,L202501-00051,2025-01-26,2025-01,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.7,23.4,True,3.69,504,0.088,NIR (analizador infrarrojo),Aprobado
EN-00886,L202512-00864,2025-12-11,2025-12,RAD-ENX,Energy X,Polvos & Envasado,23.5,23.3,True,4.27,224,0.022,NIR (analizador infrarrojo),Aprobado
EN-00887,L202607-01442,2026-07-09,2026-07,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.4,25.7,True,2.79,373,0.211,Microbiología,Aprobado
EN-00888,L202603-01078,2026-03-11,2026-03,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,26.3,27.3,True,2.93,130,0.193,NIR (analizador infrarrojo),Aprobado
EN-00889,L202509-00624,2025-09-24,2025-09,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,23.2,23.7,True,2.7,3442,0.028,Kjeldahl,Aprobado
EN-00890,L202603-01121,2026-03-08,2026-03,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.7,26.4,True,2.9,398,0.05,NIR (analizador infrarrojo),Aprobado
EN-00891,L202502-00082,2025-02-12,2025-02,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,26.8,28.2,True,2.02,563,0.088,NIR (analizador infrarrojo),Aprobado
EN-00892,L202510-00704,2025-10-06,2025-10,RAD-ENX,Energy X,Polvos & Envasado,25.9,25.9,True,3.68,474,0.16,NIR (analizador infrarrojo),Aprobado
EN-00893,L202507-00483,2025-07-13,2025-07,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.6,25.6,True,2.89,188,0.189,Kjeldahl,Aprobado
EN-00894,L202505-00322,2025-05-16,2025-05,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.2,23.3,False,3.48,158,0.04,Microbiología,Aprobado
EN-00895,L202606-01355,2026-06-02,2026-06,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,23.5,24.0,True,3.29,123,0.012,Absorción atómica,Aprobado
EN-00896,L202507-00506,2025-07-10,2025-07,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,24.2,24.9,True,3.2,442,0.003,NIR (analizador infrarrojo),Aprobado
EN-00897,L202608-01526,2026-08-13,2026-08,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.3,27.0,True,4.53,297,0.132,NIR (analizador infrarrojo),Aprobado
EN-00898,L202512-00842,2025-12-14,2025-12,MEG-SOY,Mega Soy,Polvos & Envasado,24.9,24.4,True,3.39,201,0.149,Microbiología,Aprobado
EN-00899,L202501-00067,2025-01-15,2025-01,RAD-ENX,Energy X,Polvos & Envasado,22.0,22.0,True,3.54,778,0.015,NIR (analizador infrarrojo),Aprobado
EN-00900,L202606-01322,2026-06-20,2026-06,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,26.5,26.3,True,4.18,1132,0.319,NIR (analizador infrarrojo),Aprobado
EN-00901,L202601-00973,2026-01-01,2026-01,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,24.2,26.3,True,3.6,1925,0.055,NIR (analizador infrarrojo),Aprobado
EN-00902,L202606-01369,2026-06-22,2026-06,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),25.8,27.2,True,4.34,132,0.01,Absorción atómica,Aprobado
EN-00903,L202511-00802,2025-11-16,2025-11,STK-GLU,Gluta Stack,Polvos & Envasado,26.9,26.8,True,2.93,1418,0.1,Kjeldahl,Aprobado
EN-00904,L202608-01530,2026-08-05,2026-08,RAD-ENX,Energy X,Polvos & Envasado,24.4,25.3,True,3.25,1651,0.02,NIR (analizador infrarrojo),Aprobado
EN-00905,L202501-00032,2025-01-23,2025-01,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.3,24.4,True,4.48,269,0.416,Microbiología,Aprobado
EN-00906,L202511-00796,2025-11-14,2025-11,STK-COL,Collagen Stack 585 g,Polvos & Envasado,26.7,27.5,True,3.76,832,0.089,Absorción atómica,Aprobado
EN-00907,L202506-00418,2025-06-09,2025-06,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.6,24.4,True,4.4,475,0.091,Microbiología,Aprobado
EN-00908,L202512-00882,2025-12-20,2025-12,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.2,27.0,True,4.94,125,0.059,NIR (analizador infrarrojo),Aprobado
EN-00909,L202509-00633,2025-09-13,2025-09,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),23.1,23.7,True,2.68,165,0.008,NIR (analizador infrarrojo),Aprobado
EN-00910,L202604-01201,2026-04-25,2026-04,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),22.5,23.7,True,3.48,2562,0.17,NIR (analizador infrarrojo),Aprobado
EN-00911,L202608-01472,2026-08-19,2026-08,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,22.2,21.3,True,4.12,636,0.016,Microbiología,Aprobado
EN-00912,L202501-00065,2025-01-12,2025-01,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.1,26.2,True,3.98,278,0.09,NIR (analizador infrarrojo),Aprobado
EN-00913,L202502-00140,2025-02-26,2025-02,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),26.5,25.9,True,5.17,1776,0.094,Kjeldahl,Aprobado
EN-00914,L202605-01245,2026-05-26,2026-05,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,23.5,25.5,True,3.32,237,0.017,Kjeldahl,Aprobado
EN-00915,L202605-01239,2026-05-16,2026-05,BIP-CLA-3V,BiPro Classic Vainilla 3 lb,Polvos & Envasado,25.8,23.9,False,3.75,349,0.054,Kjeldahl,Rechazado
EN-00916,L202501-00078,2025-01-27,2025-01,STK-GLU,Gluta Stack,Polvos & Envasado,25.9,26.6,True,4.25,127,0.015,Microbiología,Aprobado
EN-00917,L202507-00492,2025-07-14,2025-07,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,24.1,24.8,True,4.23,484,0.072,NIR (analizador infrarrojo),Aprobado
EN-00918,L202603-01089,2026-03-18,2026-03,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,26.9,26.3,True,3.39,609,0.031,Microbiología,Aprobado
EN-00919,L202604-01173,2026-04-08,2026-04,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,22.5,23.5,True,2.8,3096,0.129,NIR (analizador infrarrojo),Aprobado
EN-00920,L202508-00533,2025-08-21,2025-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.5,23.3,True,3.77,388,0.27,Microbiología,Aprobado
EN-00921,L202501-00066,2025-01-18,2025-01,RAD-ENX,Energy X,Polvos & Envasado,22.5,22.3,True,3.71,531,0.05,Kjeldahl,Cuarentena
EN-00922,L202606-01303,2026-06-14,2026-06,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,22.2,23.0,True,2.66,190,0.09,Kjeldahl,Aprobado
EN-00923,L202601-00964,2026-01-27,2026-01,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),25.2,25.5,True,3.21,689,0.036,NIR (analizador infrarrojo),Aprobado
EN-00924,L202606-01298,2026-06-07,2026-06,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,26.1,25.5,True,4.16,1208,0.001,NIR (analizador infrarrojo),Aprobado
EN-00925,L202505-00297,2025-05-17,2025-05,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.8,24.5,True,3.77,476,0.064,NIR (analizador infrarrojo),Aprobado
EN-00926,L202509-00592,2025-09-13,2025-09,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.9,27.3,True,3.23,207,0.084,NIR (analizador infrarrojo),Aprobado
EN-00927,L202506-00420,2025-06-01,2025-06,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.1,24.7,True,3.03,310,0.056,NIR (analizador infrarrojo),Aprobado
EN-00928,L202511-00768,2025-11-14,2025-11,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.4,23.8,True,4.37,30,0.025,Absorción atómica,Aprobado
EN-00929,L202601-00893,2026-01-20,2026-01,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.7,25.2,True,2.86,960,0.042,Microbiología,Aprobado
EN-00930,L202507-00439,2025-07-18,2025-07,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.2,22.8,True,4.21,393,0.007,Kjeldahl,Aprobado
EN-00931,L202504-00262,2025-04-14,2025-04,RAD-ENX,Energy X,Polvos & Envasado,26.2,27.3,True,2.83,114,0.116,NIR (analizador infrarrojo),Aprobado
EN-00932,L202607-01417,2026-07-17,2026-07,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,24.6,23.3,False,3.39,473,0.034,Kjeldahl,Aprobado
EN-00933,L202511-00725,2025-11-13,2025-11,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,23.2,23.8,True,2.28,618,0.044,NIR (analizador infrarrojo),Aprobado
EN-00934,L202607-01431,2026-07-10,2026-07,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.2,22.6,True,4.22,649,0.084,NIR (analizador infrarrojo),Aprobado
EN-00935,L202505-00282,2025-05-23,2025-05,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,26.4,26.9,True,4.72,1314,0.143,NIR (analizador infrarrojo),Aprobado
EN-00936,L202509-00627,2025-09-03,2025-09,RAD-ENX,Energy X,Polvos & Envasado,24.3,24.6,True,5.21,1077,0.026,NIR (analizador infrarrojo),Aprobado
EN-00937,L202602-01054,2026-02-14,2026-02,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),22.5,23.0,True,4.23,1175,0.013,Absorción atómica,Aprobado
EN-00938,L202603-01087,2026-03-04,2026-03,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,26.6,26.7,True,3.36,3768,0.363,NIR (analizador infrarrojo),Aprobado
EN-00939,L202608-01497,2026-08-07,2026-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.5,25.4,True,5.11,1509,0.322,NIR (analizador infrarrojo),Aprobado
EN-00940,L202503-00189,2025-03-15,2025-03,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.7,25.3,True,3.54,1582,0.01,Kjeldahl,Aprobado
EN-00941,L202605-01243,2026-05-26,2026-05,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,25.8,26.9,True,3.53,611,0.099,Microbiología,Aprobado
EN-00942,L202504-00252,2025-04-07,2025-04,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.7,23.4,True,3.26,1217,0.063,NIR (analizador infrarrojo),Aprobado
EN-00943,L202509-00584,2025-09-08,2025-09,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,24.6,24.4,True,1.2,623,0.025,Kjeldahl,Aprobado
EN-00944,L202606-01341,2026-06-13,2026-06,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.4,24.5,True,3.05,767,0.021,Kjeldahl,Aprobado
EN-00945,L202608-01503,2026-08-23,2026-08,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.6,25.8,True,4.25,4359,0.004,NIR (analizador infrarrojo),Aprobado
EN-00946,L202602-01024,2026-02-15,2026-02,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.8,24.7,True,3.21,782,0.175,Kjeldahl,Cuarentena
EN-00947,L202508-00515,2025-08-09,2025-08,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.4,25.5,True,3.18,138,0.085,Absorción atómica,Aprobado
EN-00948,L202606-01359,2026-06-02,2026-06,RAD-ENX,Energy X,Polvos & Envasado,23.1,23.3,True,4.62,103,0.027,Kjeldahl,Aprobado
EN-00949,L202602-01006,2026-02-12,2026-02,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,25.6,27.0,True,2.67,264,0.017,Kjeldahl,Aprobado
EN-00950,L202607-01462,2026-07-27,2026-07,STK-COL,Collagen Stack 585 g,Polvos & Envasado,25.3,26.6,True,5.82,427,0.249,Kjeldahl,Aprobado
EN-00951,L202510-00707,2025-10-08,2025-10,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,25.7,24.9,True,2.39,723,0.317,Microbiología,Aprobado
EN-00952,L202507-00488,2025-07-11,2025-07,RAD-ENX,Energy X,Polvos & Envasado,26.3,26.5,True,2.89,198,0.102,NIR (analizador infrarrojo),Aprobado
EN-00953,L202510-00664,2025-10-13,2025-10,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,23.1,22.9,True,2.42,146,0.26,Absorción atómica,Aprobado
EN-00954,L202604-01172,2026-04-15,2026-04,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,25.6,26.0,True,4.4,929,0.058,Microbiología,Aprobado
EN-00955,L202604-01180,2026-04-05,2026-04,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,24.1,23.5,True,4.45,1185,0.085,NIR (analizador infrarrojo),Aprobado
EN-00956,L202504-00274,2025-04-06,2025-04,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.3,26.1,True,3.98,903,0.083,Absorción atómica,Aprobado
EN-00957,L202510-00686,2025-10-10,2025-10,MEG-SOY,Mega Soy,Polvos & Envasado,23.5,24.1,True,5.66,1000,0.151,NIR (analizador infrarrojo),Aprobado
EN-00958,L202604-01159,2026-04-27,2026-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.5,24.0,True,3.64,597,0.065,Microbiología,Aprobado
EN-00959,L202605-01287,2026-05-13,2026-05,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,25.5,25.2,True,4.84,1490,0.016,NIR (analizador infrarrojo),Aprobado
EN-00960,L202512-00878,2025-12-22,2025-12,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,22.5,22.2,True,3.41,2019,0.088,NIR (analizador infrarrojo),Aprobado
EN-00961,L202603-01083,2026-03-24,2026-03,BIP-CLA-3V,BiPro Classic Vainilla 3 lb,Polvos & Envasado,23.9,24.2,True,3.61,604,0.023,NIR (analizador infrarrojo),Aprobado
EN-00962,L202607-01394,2026-07-27,2026-07,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.2,26.6,True,3.68,962,0.065,NIR (analizador infrarrojo),Aprobado
EN-00963,L202507-00449,2025-07-03,2025-07,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.1,27.4,True,2.73,599,0.15,NIR (analizador infrarrojo),Aprobado
EN-00964,L202506-00412,2025-06-05,2025-06,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),22.2,21.3,True,2.13,249,0.106,NIR (analizador infrarrojo),Aprobado
EN-00965,L202507-00459,2025-07-07,2025-07,MEG-CRE-10,Megaplex Creatine Power 10 lb,Polvos & Envasado,22.9,23.8,True,4.26,251,0.191,NIR (analizador infrarrojo),Aprobado
EN-00966,L202506-00377,2025-06-04,2025-06,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.6,22.5,True,3.39,1883,0.11,NIR (analizador infrarrojo),Aprobado
EN-00967,L202608-01524,2026-08-08,2026-08,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.2,24.2,True,5.33,2021,0.039,Kjeldahl,Aprobado
EN-00968,L202510-00668,2025-10-16,2025-10,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.7,26.2,True,4.62,1644,0.0,Microbiología,Aprobado
EN-00969,L202605-01281,2026-05-07,2026-05,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),23.0,23.1,True,4.37,1539,0.088,Microbiología,Aprobado
EN-00970,L202503-00150,2025-03-08,2025-03,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.4,26.2,True,4.96,285,0.029,Microbiología,Aprobado
EN-00971,L202602-00986,2026-02-07,2026-02,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,26.2,28.2,True,4.27,404,0.066,Kjeldahl,Aprobado
EN-00972,L202605-01237,2026-05-03,2026-05,BIP-CLA-3CA,BiPro Classic Capuccino 3 lb,Polvos & Envasado,26.1,27.1,True,4.69,634,0.096,Kjeldahl,Aprobado
EN-00973,L202511-00734,2025-11-15,2025-11,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,22.7,23.5,True,2.6,5086,0.041,Microbiología,Aprobado
EN-00974,L202504-00219,2025-04-20,2025-04,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.8,24.9,True,3.06,1951,0.047,NIR (analizador infrarrojo),Aprobado
EN-00975,L202504-00240,2025-04-18,2025-04,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.6,26.1,True,4.4,1001,0.084,NIR (analizador infrarrojo),Aprobado
EN-00976,L202603-01114,2026-03-18,2026-03,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,22.2,22.9,True,4.41,1099,0.181,Microbiología,Aprobado
EN-00977,L202512-00868,2025-12-11,2025-12,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,25.6,24.6,True,4.76,478,0.06,NIR (analizador infrarrojo),Aprobado
EN-00978,L202511-00726,2025-11-18,2025-11,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,23.4,23.4,True,4.02,1081,0.027,Kjeldahl,Aprobado
EN-00979,L202503-00193,2025-03-14,2025-03,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.4,25.6,True,4.06,2136,0.006,Kjeldahl,Aprobado
EN-00980,L202511-00793,2025-11-20,2025-11,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.5,27.1,True,2.91,653,0.06,Microbiología,Aprobado
EN-00981,L202503-00192,2025-03-09,2025-03,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,24.4,22.6,False,3.69,153,0.105,Kjeldahl,Aprobado
EN-00982,L202602-01012,2026-02-09,2026-02,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.3,24.2,True,2.95,91,0.05,NIR (analizador infrarrojo),Aprobado
EN-00983,L202602-01018,2026-02-06,2026-02,MEG-SOY,Mega Soy,Polvos & Envasado,24.1,24.6,True,3.63,268,0.034,Kjeldahl,Aprobado
EN-00984,L202602-01022,2026-02-20,2026-02,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.5,23.3,True,4.0,603,0.195,Kjeldahl,Aprobado
EN-00985,L202601-00963,2026-01-05,2026-01,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),23.6,23.2,True,4.03,777,0.001,Microbiología,Aprobado
EN-00986,L202509-00645,2025-09-04,2025-09,STK-GLU,Gluta Stack,Polvos & Envasado,22.9,23.1,True,2.85,350,0.075,Kjeldahl,Aprobado
EN-00987,L202506-00360,2025-06-01,2025-06,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.6,24.7,True,2.45,576,0.139,Kjeldahl,Aprobado
EN-00988,L202602-01017,2026-02-15,2026-02,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,25.8,26.7,True,5.13,295,0.129,Kjeldahl,Aprobado
EN-00989,L202608-01499,2026-08-19,2026-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.6,22.3,True,2.7,2269,0.055,NIR (analizador infrarrojo),Aprobado
EN-00990,L202501-00017,2025-01-23,2025-01,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,26.3,27.0,True,3.68,1000,0.036,NIR (analizador infrarrojo),Aprobado
EN-00991,L202505-00334,2025-05-22,2025-05,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,24.3,24.7,True,4.96,40,0.054,Microbiología,Cuarentena
EN-00992,L202605-01246,2026-05-16,2026-05,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.2,22.7,True,3.88,1089,0.161,Microbiología,Aprobado
EN-00993,L202509-00583,2025-09-09,2025-09,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,24.0,23.4,True,3.34,2551,0.092,Kjeldahl,Aprobado
EN-00994,L202607-01467,2026-07-04,2026-07,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,23.3,23.2,True,3.76,1017,0.002,NIR (analizador infrarrojo),Aprobado
EN-00995,L202603-01105,2026-03-07,2026-03,MEG-SOY,Mega Soy,Polvos & Envasado,26.1,27.1,True,4.05,792,0.218,NIR (analizador infrarrojo),Aprobado
EN-00996,L202512-00840,2025-12-03,2025-12,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,26.3,25.9,True,4.41,123,0.097,NIR (analizador infrarrojo),Aprobado
EN-00997,L202509-00628,2025-09-17,2025-09,RAD-ENX,Energy X,Polvos & Envasado,23.5,24.6,True,4.1,725,0.11,NIR (analizador infrarrojo),Aprobado
EN-00998,L202607-01436,2026-07-18,2026-07,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.7,23.7,True,3.85,651,0.105,NIR (analizador infrarrojo),Aprobado
EN-00999,L202505-00324,2025-05-19,2025-05,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.8,22.7,True,3.5,159,0.054,NIR (analizador infrarrojo),Aprobado
EN-01000,L202512-00825,2025-12-09,2025-12,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.3,26.4,True,2.85,129,0.017,NIR (analizador infrarrojo),Aprobado
EN-01001,L202605-01266,2026-05-11,2026-05,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.2,22.5,True,3.74,1143,0.067,NIR (analizador infrarrojo),Aprobado
EN-01002,L202509-00632,2025-09-02,2025-09,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,22.2,22.6,True,3.17,5196,0.027,NIR (analizador infrarrojo),Aprobado
EN-01003,L202603-01070,2026-03-01,2026-03,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,26.8,26.8,True,4.11,847,0.013,Microbiología,Aprobado
EN-01004,L202605-01263,2026-05-08,2026-05,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.0,22.7,True,2.81,354,0.027,NIR (analizador infrarrojo),Aprobado
EN-01005,L202511-00779,2025-11-05,2025-11,RAD-ENX,Energy X,Polvos & Envasado,23.2,22.9,True,3.57,687,0.009,Kjeldahl,Aprobado
EN-01006,L202603-01071,2026-03-04,2026-03,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,22.5,22.9,True,2.83,686,0.077,Kjeldahl,Aprobado
EN-01007,L202601-00940,2026-01-10,2026-01,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,24.3,24.2,True,3.55,854,0.073,NIR (analizador infrarrojo),Aprobado
EN-01008,L202512-00856,2025-12-06,2025-12,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.1,24.6,True,2.65,463,0.045,Kjeldahl,Aprobado
EN-01009,L202507-00438,2025-07-25,2025-07,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,26.1,25.6,True,4.03,136,0.011,NIR (analizador infrarrojo),Aprobado
EN-01010,L202502-00120,2025-02-26,2025-02,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,23.6,25.1,True,4.2,404,0.046,NIR (analizador infrarrojo),Aprobado
EN-01011,L202603-01091,2026-03-25,2026-03,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.8,25.7,True,4.61,435,0.061,Kjeldahl,Aprobado
EN-01012,L202602-01048,2026-02-24,2026-02,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,24.7,25.6,True,4.35,5439,0.044,Kjeldahl,Aprobado
EN-01013,L202604-01202,2026-04-08,2026-04,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),24.6,25.3,True,4.0,712,0.31,NIR (analizador infrarrojo),Aprobado
EN-01014,L202511-00791,2025-11-25,2025-11,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),25.3,25.3,True,3.84,3509,0.055,NIR (analizador infrarrojo),Aprobado
EN-01015,L202505-00342,2025-05-05,2025-05,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),24.5,26.0,True,3.11,1865,0.014,Microbiología,Aprobado
EN-01016,L202512-00816,2025-12-08,2025-12,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,23.7,24.1,True,2.89,119,0.045,NIR (analizador infrarrojo),Aprobado
EN-01017,L202501-00003,2025-01-13,2025-01,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,25.8,26.4,True,2.77,1697,0.443,NIR (analizador infrarrojo),Aprobado
EN-01018,L202504-00230,2025-04-15,2025-04,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,24.0,23.1,True,4.39,1469,0.204,NIR (analizador infrarrojo),Aprobado
EN-01019,L202604-01160,2026-04-19,2026-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,26.7,26.7,True,3.39,1534,0.06,NIR (analizador infrarrojo),Aprobado
EN-01020,L202608-01488,2026-08-14,2026-08,BIP-CLA-3CC,BiPro Classic Cookies 3 lb,Polvos & Envasado,22.7,24.2,True,3.34,103,0.072,Kjeldahl,Aprobado
